AppelKey,Libelle_code_appel,Code_appel,Held,Raccroche_agent,Interruptdel,Numero_compose
62,answered,2.0,3.0,0.0,0.0,2796591.0
63,answered,2.0,2.0,0.0,0.0,2796596.0
64,answered,2.0,2.0,0.0,0.0,2796600.0
65,answered,2.0,2.0,1.0,0.0,2796713.0
66,answered,2.0,2.0,1.0,0.0,2796600.0
67,answered,2.0,2.0,1.0,0.0,2796604.0
68,answered,2.0,2.0,0.0,0.0,2796604.0
69,answered,2.0,2.0,0.0,0.0,2796587.0
70,answered,2.0,2.0,1.0,0.0,2796587.0
71,answered,2.0,2.0,1.0,0.0,2788590.0
72,answered,2.0,2.0,1.0,0.0,2796671.0
73,answered,2.0,2.0,1.0,0.0,2796513.0
74,answered,2.0,2.0,1.0,0.0,2788686.0
75,answered,2.0,2.0,1.0,0.0,2788609.0
76,answered,2.0,2.0,1.0,0.0,2796503.0
77,answered,2.0,2.0,1.0,0.0,2796010.0
78,answered,2.0,2.0,0.0,0.0,2796619.0
79,answered,2.0,2.0,1.0,0.0,2788621.0
80,answered,2.0,2.0,1.0,0.0,2788589.0
81,answered,2.0,2.0,0.0,0.0,2788660.0
82,answered,2.0,2.0,1.0,0.0,2788620.0
83,answered,2.0,2.0,1.0,0.0,2788615.0
84,answered,2.0,2.0,0.0,0.0,2788624.0
85,answered,2.0,2.0,0.0,0.0,2796543.0
86,answered,2.0,2.0,0.0,0.0,2796574.0
87,answered,2.0,2.0,1.0,0.0,2788673.0
88,answered,2.0,2.0,1.0,0.0,2796020.0
89,answered,2.0,2.0,1.0,0.0,2796591.0
90,answered,2.0,2.0,1.0,0.0,2796504.0
91,answered,2.0,2.0,1.0,0.0,2796569.0
92,answered,2.0,2.0,0.0,0.0,2796013.0
93,answered,2.0,2.0,0.0,0.0,2788600.0
94,answered,2.0,2.0,0.0,0.0,2796006.0
95,answered,2.0,2.0,0.0,0.0,2788657.0
96,answered,2.0,2.0,0.0,0.0,2788689.0
97,answered,2.0,2.0,0.0,0.0,2788688.0
98,answered,2.0,2.0,0.0,0.0,2796591.0
99,answered,2.0,2.0,0.0,0.0,2796003.0
100,answered,2.0,2.0,0.0,0.0,2796560.0
101,answered,2.0,2.0,0.0,0.0,2788681.0
