AppelKey,Libelle_code_appel,Code_appel,Held,Raccroche_agent,Interruptdel,Numero_compose
506,answered,2.0,1.0,0.0,0.0,2788600.0
507,answered,2.0,1.0,1.0,0.0,2796564.0
508,answered,2.0,1.0,1.0,0.0,2788655.0
509,answered,2.0,1.0,1.0,0.0,2788669.0
510,answered,2.0,1.0,0.0,0.0,2796652.0
511,answered,2.0,1.0,0.0,0.0,2788636.0
512,answered,2.0,1.0,0.0,0.0,2788662.0
513,answered,2.0,1.0,1.0,0.0,2796652.0
514,answered,2.0,1.0,0.0,0.0,2796571.0
515,answered,2.0,1.0,1.0,0.0,2788589.0
516,answered,2.0,1.0,1.0,0.0,2788578.0
517,answered,2.0,1.0,0.0,0.0,2788634.0
518,answered,2.0,1.0,1.0,0.0,2788693.0
519,answered,2.0,1.0,0.0,0.0,2788688.0
520,answered,2.0,1.0,1.0,0.0,2788697.0
521,answered,2.0,1.0,1.0,0.0,2788637.0
522,answered,2.0,1.0,1.0,0.0,2788668.0
523,answered,2.0,1.0,0.0,0.0,2796647.0
524,answered,2.0,1.0,0.0,0.0,2788658.0
525,answered,2.0,1.0,0.0,0.0,2788699.0
526,answered,2.0,1.0,0.0,0.0,2796574.0
527,answered,2.0,1.0,0.0,0.0,2796549.0
528,answered,2.0,1.0,0.0,0.0,2788647.0
529,answered,2.0,1.0,0.0,0.0,2788614.0
530,answered,2.0,1.0,1.0,0.0,2796515.0
531,answered,2.0,1.0,0.0,0.0,2788585.0
532,answered,2.0,1.0,0.0,0.0,2788661.0
533,answered,2.0,1.0,1.0,0.0,2788610.0
534,answered,2.0,1.0,1.0,0.0,2788689.0
535,answered,2.0,1.0,0.0,0.0,2796564.0
536,answered,2.0,1.0,0.0,0.0,2796515.0
537,answered,2.0,1.0,0.0,0.0,2796512.0
538,answered,2.0,1.0,0.0,0.0,2788684.0
539,answered,2.0,1.0,0.0,0.0,2788607.0
540,answered,2.0,1.0,0.0,0.0,2788641.0
541,answered,2.0,1.0,1.0,0.0,2796511.0
542,answered,2.0,1.0,1.0,0.0,2788644.0
543,answered,2.0,1.0,0.0,0.0,2788660.0
544,answered,2.0,1.0,0.0,0.0,2796624.0
545,answered,2.0,1.0,0.0,0.0,2796587.0
546,answered,2.0,1.0,1.0,0.0,2796587.0
547,answered,2.0,1.0,1.0,0.0,2796506.0
548,answered,2.0,1.0,1.0,0.0,2788613.0
549,answered,2.0,1.0,1.0,0.0,2788631.0
550,answered,2.0,1.0,1.0,0.0,2788629.0
551,answered,2.0,1.0,1.0,0.0,2796015.0
552,answered,2.0,1.0,1.0,0.0,2788695.0
553,answered,2.0,1.0,1.0,0.0,2788699.0
554,answered,2.0,1.0,0.0,0.0,2788608.0
555,answered,2.0,1.0,1.0,0.0,2796650.0
556,answered,2.0,1.0,0.0,0.0,2796689.0
557,answered,2.0,1.0,0.0,0.0,2788591.0
558,answered,2.0,1.0,0.0,0.0,2788656.0
559,answered,2.0,1.0,0.0,0.0,2788626.0
560,answered,2.0,1.0,0.0,0.0,2796613.0
561,answered,2.0,1.0,0.0,0.0,2788652.0
562,answered,2.0,1.0,0.0,0.0,2796005.0
563,answered,2.0,1.0,0.0,0.0,2788616.0
564,answered,2.0,1.0,0.0,0.0,2796650.0
565,answered,2.0,1.0,0.0,0.0,2796546.0
566,answered,2.0,1.0,0.0,0.0,2788683.0
567,answered,2.0,1.0,0.0,0.0,2788613.0
568,answered,2.0,1.0,0.0,0.0,2788630.0
569,answered,2.0,1.0,0.0,0.0,2796559.0
570,answered,2.0,1.0,0.0,0.0,2788649.0
571,answered,2.0,1.0,0.0,0.0,2796664.0
572,answered,2.0,1.0,1.0,0.0,2796684.0
573,answered,2.0,1.0,1.0,0.0,2796501.0
574,answered,2.0,1.0,1.0,0.0,2796001.0
575,answered,2.0,1.0,1.0,0.0,2796546.0
576,answered,2.0,1.0,1.0,0.0,2796547.0
577,answered,2.0,1.0,1.0,0.0,2788614.0
578,answered,2.0,1.0,1.0,0.0,2788657.0
579,answered,2.0,1.0,1.0,0.0,2796689.0
580,answered,2.0,1.0,1.0,0.0,2796604.0
581,answered,2.0,1.0,0.0,0.0,2796604.0
582,answered,2.0,1.0,0.0,0.0,2796684.0
583,answered,2.0,1.0,0.0,0.0,2788629.0
584,answered,2.0,1.0,0.0,0.0,2796501.0
585,answered,2.0,1.0,1.0,0.0,2788606.0
586,answered,2.0,1.0,1.0,0.0,2788592.0
587,answered,2.0,1.0,1.0,0.0,2796513.0
588,answered,2.0,1.0,1.0,0.0,2788626.0
589,answered,2.0,1.0,1.0,0.0,2788684.0
590,answered,2.0,1.0,1.0,0.0,2788572.0
591,answered,2.0,1.0,1.0,0.0,2788607.0
592,answered,2.0,1.0,1.0,0.0,2796004.0
593,answered,2.0,1.0,1.0,0.0,2788647.0
594,answered,2.0,1.0,1.0,0.0,2788650.0
595,answered,2.0,1.0,1.0,0.0,2788646.0
596,answered,2.0,1.0,1.0,0.0,2788612.0
597,answered,2.0,1.0,1.0,0.0,2788649.0
598,answered,2.0,1.0,1.0,0.0,2788609.0
599,answered,2.0,1.0,1.0,0.0,2788686.0
600,answered,2.0,1.0,1.0,0.0,2796534.0
601,answered,2.0,1.0,0.0,0.0,2796561.0
602,answered,2.0,1.0,1.0,0.0,2796005.0
603,answered,2.0,1.0,1.0,0.0,2788679.0
604,answered,2.0,1.0,1.0,0.0,2788662.0
605,answered,2.0,1.0,1.0,0.0,2788625.0
606,answered,2.0,1.0,0.0,0.0,2796537.0
607,answered,2.0,1.0,0.0,0.0,2796593.0
608,answered,2.0,1.0,1.0,0.0,2796545.0
609,answered,2.0,1.0,1.0,0.0,2788581.0
610,answered,2.0,1.0,1.0,0.0,2788687.0
611,answered,2.0,1.0,1.0,0.0,2796507.0
612,answered,2.0,1.0,1.0,0.0,2796539.0
613,answered,2.0,1.0,1.0,0.0,2796526.0
614,answered,2.0,1.0,0.0,0.0,2788575.0
615,answered,2.0,1.0,0.0,0.0,2796688.0
616,answered,2.0,1.0,0.0,0.0,2788628.0
617,answered,2.0,1.0,0.0,0.0,2788581.0
618,answered,2.0,1.0,1.0,0.0,2788577.0
619,answered,2.0,1.0,1.0,0.0,2796002.0
620,answered,2.0,1.0,1.0,0.0,2796007.0
621,answered,2.0,1.0,1.0,0.0,2796718.0
622,answered,2.0,1.0,0.0,0.0,2796605.0
623,answered,2.0,1.0,0.0,0.0,2796716.0
624,answered,2.0,1.0,0.0,0.0,2796712.0
625,answered,2.0,1.0,0.0,0.0,2796562.0
626,answered,2.0,1.0,0.0,0.0,2788633.0
627,answered,2.0,1.0,0.0,0.0,2788577.0
628,answered,2.0,1.0,0.0,0.0,2788618.0
629,answered,2.0,1.0,0.0,0.0,2796588.0
630,answered,2.0,1.0,0.0,0.0,2796658.0
631,answered,2.0,1.0,0.0,0.0,2796589.0
632,answered,2.0,1.0,0.0,0.0,2796698.0
633,answered,2.0,1.0,0.0,0.0,2788631.0
634,answered,2.0,1.0,0.0,0.0,2796554.0
635,answered,2.0,1.0,0.0,0.0,2796709.0
636,answered,2.0,1.0,1.0,0.0,2788680.0
637,answered,2.0,1.0,1.0,0.0,2788584.0
638,answered,2.0,1.0,1.0,0.0,2796589.0
639,answered,2.0,1.0,1.0,0.0,2788611.0
640,answered,2.0,1.0,1.0,0.0,2788633.0
641,answered,2.0,1.0,1.0,0.0,2796635.0
642,answered,2.0,1.0,1.0,0.0,2796561.0
643,answered,2.0,1.0,1.0,0.0,2788682.0
644,answered,2.0,1.0,1.0,0.0,2796554.0
645,answered,2.0,1.0,0.0,0.0,2788572.0
646,answered,2.0,1.0,1.0,0.0,2796588.0
647,answered,2.0,1.0,1.0,0.0,2788652.0
648,answered,2.0,1.0,0.0,0.0,2796651.0
649,answered,2.0,1.0,0.0,0.0,2796557.0
650,answered,2.0,1.0,1.0,0.0,2796535.0
651,answered,2.0,1.0,0.0,0.0,2796575.0
652,answered,2.0,1.0,0.0,0.0,2796622.0
653,answered,2.0,1.0,1.0,0.0,2788664.0
654,answered,2.0,1.0,0.0,0.0,2796703.0
655,answered,2.0,1.0,0.0,0.0,2796704.0
656,answered,2.0,1.0,0.0,0.0,2796567.0
657,answered,2.0,1.0,0.0,0.0,2796682.0
658,answered,2.0,1.0,1.0,0.0,2788630.0
659,answered,2.0,1.0,0.0,0.0,2796023.0
660,answered,2.0,1.0,0.0,0.0,2796659.0
661,answered,2.0,1.0,1.0,0.0,2796571.0
662,answered,2.0,1.0,1.0,0.0,2796018.0
663,answered,2.0,1.0,1.0,0.0,2796688.0
664,answered,2.0,1.0,1.0,0.0,2796666.0
665,answered,2.0,2.0,1.0,0.0,2788671.0
666,answered,2.0,2.0,1.0,0.0,2788678.0
667,answered,2.0,2.0,1.0,0.0,2788669.0
668,answered,2.0,2.0,1.0,0.0,2788667.0
669,answered,2.0,2.0,0.0,0.0,2796584.0
670,answered,2.0,2.0,0.0,0.0,2788673.0
671,answered,2.0,2.0,0.0,0.0,2788695.0
672,answered,2.0,2.0,0.0,0.0,2796551.0
673,answered,2.0,2.0,0.0,0.0,2788664.0
674,answered,2.0,2.0,0.0,0.0,2796015.0
675,answered,2.0,2.0,0.0,0.0,2796510.0
676,answered,2.0,2.0,0.0,0.0,2796571.0
677,answered,2.0,2.0,1.0,0.0,2796594.0
678,answered,2.0,2.0,1.0,0.0,2796610.0
679,answered,2.0,2.0,0.0,0.0,2796546.0
680,answered,2.0,2.0,0.0,0.0,2788661.0
681,answered,2.0,2.0,0.0,0.0,2796016.0
682,answered,2.0,2.0,1.0,0.0,2796024.0
683,answered,2.0,2.0,1.0,0.0,2788629.0
684,answered,2.0,2.0,0.0,0.0,2796009.0
685,answered,2.0,2.0,1.0,0.0,2788688.0
686,answered,2.0,2.0,1.0,0.0,2796711.0
687,answered,2.0,2.0,0.0,0.0,2788588.0
688,answered,2.0,2.0,0.0,0.0,2788610.0
689,answered,2.0,5.0,0.0,0.0,2796003.0
690,answered,2.0,3.0,0.0,0.0,2796007.0
691,answered,2.0,3.0,0.0,0.0,2788670.0
692,answered,2.0,4.0,0.0,0.0,2796586.0
693,answered,2.0,3.0,0.0,0.0,2788610.0
694,answered,2.0,3.0,1.0,0.0,2796547.0
695,answered,2.0,11.0,0.0,0.0,2796537.0
696,answered,2.0,3.0,0.0,0.0,2796004.0
697,answered,2.0,3.0,0.0,0.0,2788699.0
698,answered,2.0,3.0,1.0,0.0,2788631.0
699,answered,2.0,3.0,0.0,0.0,2796509.0
700,answered,2.0,4.0,0.0,0.0,2788689.0
701,answered,2.0,8.0,1.0,0.0,2796569.0
702,answered,2.0,4.0,0.0,0.0,2796600.0
703,answered,2.0,0.0,0.0,0.0,2796506.0
704,answered,2.0,0.0,0.0,0.0,2796504.0
705,answered,2.0,0.0,1.0,0.0,2796008.0
706,answered,2.0,0.0,0.0,0.0,2796600.0
707,answered,2.0,0.0,1.0,0.0,2796012.0
708,answered,2.0,0.0,0.0,0.0,2796586.0
709,abandoned,3.0,0.0,0.0,0.0,2796586.0
710,abandoned,3.0,0.0,0.0,0.0,2788691.0
711,abandoned,3.0,0.0,0.0,0.0,2788590.0
712,abandoned,3.0,0.0,0.0,0.0,2796514.0
713,abandoned,3.0,0.0,0.0,0.0,2796591.0
714,abandoned,3.0,0.0,0.0,0.0,2796549.0
715,abandoned,3.0,0.0,0.0,0.0,2788675.0
716,abandoned,3.0,0.0,0.0,0.0,2788688.0
717,abandoned,3.0,0.0,0.0,0.0,2788589.0
718,abandoned,3.0,0.0,0.0,0.0,2796010.0
719,abandoned,3.0,0.0,0.0,0.0,2796503.0
720,abandoned,3.0,0.0,0.0,0.0,2788576.0
721,abandoned,3.0,0.0,0.0,0.0,2796017.0
722,abandoned,3.0,0.0,0.0,0.0,2796671.0
723,abandoned,3.0,0.0,0.0,0.0,2796001.0
724,abandoned,3.0,0.0,0.0,0.0,2788606.0
725,abandoned,3.0,0.0,0.0,0.0,2796506.0
726,abandoned,3.0,0.0,0.0,0.0,2796593.0
727,abandoned,3.0,0.0,0.0,0.0,2788608.0
728,abandoned,3.0,0.0,0.0,0.0,2788582.0
729,abandoned,3.0,0.0,0.0,0.0,2788574.0
730,abandoned,3.0,0.0,0.0,0.0,2796560.0
731,abandoned,3.0,0.0,0.0,0.0,2796689.0
732,abandoned,3.0,0.0,0.0,0.0,2788578.0
733,abandoned,3.0,0.0,0.0,0.0,2796569.0
734,abandoned,3.0,0.0,0.0,0.0,2796610.0
735,abandoned,3.0,0.0,0.0,0.0,2788643.0
736,abandoned,3.0,0.0,0.0,0.0,2788661.0
737,abandoned,3.0,0.0,0.0,0.0,2788577.0
738,abandoned,3.0,0.0,0.0,0.0,2788667.0
739,abandoned,3.0,0.0,0.0,0.0,2796024.0
740,abandoned,3.0,0.0,0.0,0.0,2796701.0
741,abandoned,3.0,0.0,0.0,0.0,2796013.0
742,abandoned,3.0,0.0,0.0,0.0,2788617.0
743,abandoned,3.0,0.0,0.0,0.0,2788677.0
744,abandoned,3.0,0.0,0.0,0.0,2796670.0
745,abandoned,3.0,0.0,0.0,0.0,2788638.0
746,abandoned,3.0,0.0,0.0,0.0,2788654.0
747,abandoned,3.0,0.0,0.0,0.0,2796004.0
748,abandoned,3.0,0.0,0.0,0.0,2796587.0
749,abandoned,3.0,0.0,0.0,0.0,2796543.0
750,abandoned,3.0,0.0,0.0,0.0,2788679.0
751,abandoned,3.0,0.0,0.0,0.0,2788686.0
752,abandoned,3.0,0.0,0.0,0.0,2796504.0
753,abandoned,3.0,0.0,0.0,0.0,2788683.0
754,abandoned,3.0,0.0,0.0,0.0,2796008.0
755,abandoned,3.0,0.0,0.0,0.0,2796000.0
756,abandoned,3.0,0.0,0.0,0.0,2796501.0
757,abandoned,3.0,0.0,0.0,0.0,2788689.0
758,abandoned,3.0,0.0,0.0,0.0,2796550.0
759,abandoned,3.0,0.0,0.0,0.0,2796618.0
760,abandoned,3.0,0.0,0.0,0.0,2796681.0
761,abandoned,3.0,0.0,0.0,0.0,2796584.0
762,abandoned,3.0,0.0,0.0,0.0,2796509.0
763,abandoned,3.0,0.0,0.0,0.0,2788623.0
764,abandoned,3.0,0.0,0.0,0.0,2788615.0
765,abandoned,3.0,0.0,0.0,0.0,2788659.0
766,abandoned,3.0,0.0,0.0,0.0,2788693.0
767,abandoned,3.0,0.0,0.0,0.0,2796633.0
768,abandoned,3.0,0.0,0.0,0.0,2796621.0
769,abandoned,3.0,0.0,0.0,0.0,2796624.0
770,abandoned,3.0,0.0,0.0,0.0,2796619.0
771,abandoned,3.0,0.0,0.0,0.0,2788607.0
772,abandoned,3.0,0.0,0.0,0.0,2788666.0
773,abandoned,3.0,0.0,0.0,0.0,2788656.0
774,abandoned,3.0,0.0,0.0,0.0,2796652.0
775,abandoned,3.0,0.0,0.0,0.0,2788620.0
776,abandoned,3.0,0.0,0.0,0.0,2788641.0
777,abandoned,3.0,0.0,0.0,0.0,2788696.0
778,abandoned,3.0,0.0,0.0,0.0,2788618.0
779,abandoned,3.0,0.0,0.0,0.0,2796012.0
780,abandoned,3.0,0.0,0.0,0.0,2788616.0
781,abandoned,3.0,0.0,0.0,0.0,2788668.0
782,abandoned,3.0,0.0,0.0,0.0,2788671.0
783,abandoned,3.0,0.0,0.0,0.0,2796526.0
784,abandoned,3.0,0.0,0.0,0.0,2796615.0
785,abandoned,3.0,0.0,0.0,0.0,2796574.0
786,abandoned,3.0,0.0,0.0,0.0,2796022.0
787,abandoned,3.0,0.0,0.0,0.0,2788680.0
788,abandoned,3.0,0.0,0.0,0.0,2788635.0
789,abandoned,3.0,0.0,0.0,0.0,2796009.0
790,abandoned,3.0,0.0,0.0,0.0,2788670.0
791,abandoned,3.0,0.0,0.0,0.0,2796515.0
792,abandoned,3.0,0.0,0.0,0.0,2788646.0
793,abandoned,3.0,0.0,0.0,0.0,2788588.0
794,abandoned,3.0,0.0,0.0,0.0,2788648.0
795,abandoned,3.0,0.0,0.0,0.0,2788698.0
796,abandoned,3.0,0.0,0.0,0.0,2796513.0
797,abandoned,3.0,0.0,0.0,0.0,2788655.0
798,abandoned,3.0,0.0,0.0,0.0,2796005.0
799,abandoned,3.0,0.0,0.0,0.0,2796003.0
800,abandoned,3.0,0.0,0.0,0.0,2788669.0
801,abandoned,3.0,0.0,0.0,0.0,2796547.0
802,abandoned,3.0,0.0,0.0,0.0,2796537.0
803,abandoned,3.0,0.0,0.0,0.0,2788685.0
804,abandoned,3.0,0.0,0.0,0.0,2788603.0
805,abandoned,3.0,0.0,0.0,0.0,2788644.0
806,abandoned,3.0,0.0,0.0,0.0,2796675.0
807,abandoned,3.0,0.0,0.0,0.0,2796006.0
808,abandoned,3.0,0.0,0.0,0.0,2796604.0
809,abandoned,3.0,0.0,0.0,0.0,2796601.0
810,abandoned,3.0,0.0,0.0,0.0,2796598.0
811,abandoned,3.0,0.0,0.0,0.0,2796606.0
812,abandoned,3.0,0.0,0.0,0.0,2796711.0
813,abandoned,3.0,0.0,0.0,0.0,2796596.0
814,abandoned,3.0,0.0,0.0,0.0,2796713.0
815,abandoned,3.0,0.0,0.0,0.0,2796600.0
816,forced_disconnect,6.0,0.0,0.0,0.0,2796606.0
817,forced_disconnect,6.0,0.0,0.0,0.0,2796024.0
818,forced_disconnect,6.0,0.0,0.0,0.0,2796010.0
819,forced_disconnect,6.0,0.0,0.0,0.0,2788616.0
820,forced_disconnect,6.0,0.0,0.0,0.0,2796504.0
821,forced_disconnect,6.0,0.0,0.0,0.0,2796600.0
822,abandoned,3.0,0.0,0.0,0.0,2796719.0
823,abandoned,3.0,0.0,0.0,0.0,2796715.0
824,abandoned,3.0,0.0,0.0,0.0,2796716.0
825,abandoned,3.0,0.0,0.0,0.0,2796605.0
826,abandoned,3.0,0.0,0.0,0.0,2796705.0
827,abandoned,3.0,0.0,0.0,0.0,2796597.0
828,abandoned,3.0,0.0,0.0,0.0,2796707.0
829,abandoned,3.0,0.0,0.0,0.0,2796708.0
830,abandoned,3.0,0.0,0.0,0.0,2788642.0
831,abandoned,3.0,0.0,0.0,0.0,2788647.0
832,abandoned,3.0,0.0,0.0,0.0,2788652.0
833,abandoned,3.0,0.0,0.0,0.0,2788673.0
834,abandoned,3.0,0.0,0.0,0.0,2788678.0
835,abandoned,3.0,0.0,0.0,0.0,2788631.0
836,abandoned,3.0,0.0,0.0,0.0,2788645.0
837,abandoned,3.0,0.0,0.0,0.0,2788622.0
838,abandoned,3.0,0.0,0.0,0.0,2788649.0
839,abandoned,3.0,0.0,0.0,0.0,2788613.0
840,abandoned,3.0,0.0,0.0,0.0,2788690.0
841,abandoned,3.0,0.0,0.0,0.0,2788681.0
842,abandoned,3.0,0.0,0.0,0.0,2788658.0
843,abandoned,3.0,0.0,0.0,0.0,2788584.0
844,abandoned,3.0,0.0,0.0,0.0,2796613.0
845,abandoned,3.0,0.0,0.0,0.0,2788619.0
846,abandoned,3.0,0.0,0.0,0.0,2788610.0
847,abandoned,3.0,0.0,0.0,0.0,2788600.0
848,abandoned,3.0,0.0,0.0,0.0,2788621.0
849,abandoned,3.0,0.0,0.0,0.0,2788624.0
850,abandoned,3.0,0.0,0.0,0.0,2788629.0
851,abandoned,3.0,0.0,0.0,0.0,2796019.0
852,abandoned,3.0,0.0,0.0,0.0,2796014.0
853,abandoned,3.0,0.0,0.0,0.0,2788695.0
854,abandoned,3.0,0.0,0.0,0.0,2788692.0
855,abandoned,3.0,0.0,0.0,0.0,2796676.0
856,abandoned,3.0,0.0,0.0,0.0,2796020.0
857,abandoned,3.0,0.0,0.0,0.0,2788609.0
858,abandoned,3.0,0.0,0.0,0.0,2788653.0
859,abandoned,3.0,0.0,0.0,0.0,2788674.0
860,abandoned,3.0,0.0,0.0,0.0,2788630.0
861,abandoned,3.0,0.0,0.0,0.0,2788637.0
862,abandoned,3.0,0.0,0.0,0.0,2788611.0
863,abandoned,3.0,0.0,0.0,0.0,2788657.0
864,abandoned,3.0,0.0,0.0,0.0,2788601.0
865,abandoned,3.0,0.0,0.0,0.0,2796546.0
866,abandoned,3.0,0.0,0.0,0.0,2796002.0
867,abandoned,3.0,0.0,0.0,0.0,2796011.0
868,abandoned,3.0,0.0,0.0,0.0,2796556.0
869,abandoned,3.0,0.0,0.0,0.0,2788664.0
870,abandoned,3.0,0.0,0.0,0.0,2788612.0
871,abandoned,3.0,0.0,0.0,0.0,2796559.0
872,abandoned,3.0,0.0,0.0,0.0,2796698.0
873,abandoned,3.0,0.0,0.0,0.0,2796558.0
874,abandoned,3.0,0.0,0.0,0.0,2788628.0
875,abandoned,3.0,0.0,0.0,0.0,2788581.0
876,abandoned,3.0,0.0,0.0,0.0,2788660.0
877,abandoned,3.0,0.0,0.0,0.0,2796686.0
878,abandoned,3.0,0.0,0.0,0.0,2796007.0
879,abandoned,3.0,0.0,0.0,0.0,2788650.0
880,abandoned,3.0,0.0,0.0,0.0,2788676.0
881,abandoned,3.0,0.0,0.0,0.0,2788592.0
882,abandoned,3.0,0.0,0.0,0.0,2788687.0
883,abandoned,3.0,0.0,0.0,0.0,2788614.0
884,abandoned,3.0,0.0,0.0,0.0,2788699.0
885,abandoned,3.0,0.0,0.0,0.0,2788572.0
886,abandoned,3.0,0.0,0.0,0.0,2788587.0
887,abandoned,3.0,0.0,0.0,0.0,2796622.0
888,abandoned,3.0,0.0,0.0,0.0,2796650.0
889,abandoned,3.0,0.0,0.0,0.0,2796594.0
890,abandoned,3.0,0.0,0.0,0.0,2788634.0
891,abandoned,3.0,0.0,0.0,0.0,2796684.0
892,abandoned,3.0,0.0,0.0,0.0,2796647.0
893,abandoned,3.0,0.0,0.0,0.0,2796507.0
894,abandoned,3.0,0.0,0.0,0.0,2788636.0
895,abandoned,3.0,0.0,0.0,0.0,2788684.0
896,abandoned,3.0,0.0,0.0,0.0,2796534.0
897,abandoned,3.0,0.0,0.0,0.0,2796548.0
898,abandoned,3.0,0.0,0.0,0.0,2788585.0
899,abandoned,3.0,0.0,0.0,0.0,2796512.0
900,abandoned,3.0,0.0,0.0,0.0,2796635.0
901,abandoned,3.0,0.0,0.0,0.0,2796644.0
902,abandoned,3.0,0.0,0.0,0.0,2796554.0
903,abandoned,3.0,0.0,0.0,0.0,2796502.0
904,abandoned,3.0,0.0,0.0,0.0,2796625.0
905,abandoned,3.0,0.0,0.0,0.0,2796579.0
906,abandoned,3.0,0.0,0.0,0.0,2796545.0
907,abandoned,3.0,0.0,0.0,0.0,2796665.0
908,abandoned,3.0,0.0,0.0,0.0,2796589.0
909,abandoned,3.0,0.0,0.0,0.0,2788697.0
910,abandoned,3.0,0.0,0.0,0.0,2796561.0
911,abandoned,3.0,0.0,0.0,0.0,2796015.0
912,abandoned,3.0,0.0,0.0,0.0,2788633.0
913,abandoned,3.0,0.0,0.0,0.0,2796539.0
914,abandoned,3.0,0.0,0.0,0.0,2796588.0
915,abandoned,3.0,0.0,0.0,0.0,2788573.0
916,abandoned,3.0,0.0,0.0,0.0,2796657.0
917,abandoned,3.0,0.0,0.0,0.0,2796582.0
918,abandoned,3.0,0.0,0.0,0.0,2796682.0
919,abandoned,3.0,0.0,0.0,0.0,2796023.0
920,abandoned,3.0,0.0,0.0,0.0,2796571.0
921,abandoned,3.0,0.0,0.0,0.0,2796551.0
922,abandoned,3.0,0.0,0.0,0.0,2796592.0
923,answered,2.0,0.0,0.0,0.0,2796615.0
924,answered,2.0,0.0,0.0,0.0,2796501.0
925,answered,2.0,0.0,0.0,0.0,2788653.0
926,answered,2.0,0.0,0.0,0.0,2788628.0
927,answered,2.0,0.0,0.0,0.0,2796671.0
928,answered,2.0,0.0,0.0,0.0,2796593.0
929,answered,2.0,0.0,0.0,0.0,2796548.0
930,answered,2.0,0.0,0.0,0.0,2796503.0
931,answered,2.0,0.0,0.0,0.0,2788623.0
932,answered,2.0,0.0,0.0,0.0,2796514.0
933,answered,2.0,0.0,0.0,0.0,2788688.0
934,answered,2.0,0.0,0.0,0.0,2796515.0
935,answered,2.0,0.0,0.0,0.0,2796584.0
936,answered,2.0,0.0,0.0,0.0,2796556.0
937,answered,2.0,0.0,0.0,0.0,2796650.0
938,answered,2.0,0.0,0.0,0.0,2796549.0
939,answered,2.0,0.0,0.0,0.0,2796591.0
940,answered,2.0,0.0,0.0,0.0,2796681.0
941,answered,2.0,0.0,0.0,0.0,2796010.0
942,answered,2.0,0.0,0.0,0.0,2796000.0
943,answered,2.0,0.0,0.0,0.0,2796001.0
944,answered,2.0,0.0,0.0,0.0,2788650.0
945,answered,2.0,0.0,0.0,0.0,2796560.0
946,answered,2.0,0.0,0.0,0.0,2796689.0
947,answered,2.0,0.0,0.0,0.0,2796009.0
948,answered,2.0,0.0,0.0,0.0,2796670.0
949,answered,2.0,0.0,0.0,0.0,2796502.0
950,answered,2.0,0.0,0.0,0.0,2796550.0
951,answered,2.0,0.0,0.0,0.0,2788677.0
952,answered,2.0,0.0,0.0,0.0,2788592.0
953,answered,2.0,0.0,0.0,0.0,2796012.0
954,answered,2.0,0.0,0.0,0.0,2788615.0
955,answered,2.0,0.0,0.0,0.0,2796675.0
956,answered,2.0,0.0,0.0,0.0,2788648.0
957,answered,2.0,0.0,0.0,0.0,2796621.0
958,answered,2.0,0.0,0.0,0.0,2796008.0
959,answered,2.0,0.0,0.0,0.0,2796633.0
960,answered,2.0,0.0,0.0,0.0,2788691.0
961,answered,2.0,0.0,0.0,0.0,2796551.0
962,answered,2.0,0.0,0.0,0.0,2788678.0
963,answered,2.0,0.0,0.0,0.0,2796003.0
964,answered,2.0,0.0,0.0,0.0,2788661.0
965,answered,2.0,0.0,0.0,0.0,2788655.0
966,answered,2.0,0.0,0.0,0.0,2788695.0
967,answered,2.0,0.0,0.0,0.0,2788674.0
968,answered,2.0,0.0,0.0,0.0,2788574.0
969,answered,2.0,0.0,0.0,0.0,2796509.0
970,answered,2.0,0.0,0.0,0.0,2788690.0
971,answered,2.0,0.0,0.0,0.0,2796574.0
972,answered,2.0,0.0,0.0,0.0,2788618.0
973,answered,2.0,0.0,0.0,0.0,2796701.0
974,answered,2.0,0.0,0.0,0.0,2796618.0
975,answered,2.0,0.0,1.0,0.0,2796503.0
976,answered,2.0,0.0,1.0,0.0,2796010.0
977,answered,2.0,0.0,1.0,0.0,2796024.0
978,answered,2.0,0.0,1.0,0.0,2796681.0
979,answered,2.0,0.0,1.0,0.0,2796584.0
980,answered,2.0,0.0,1.0,0.0,2796000.0
981,answered,2.0,0.0,1.0,0.0,2796549.0
982,answered,2.0,0.0,1.0,0.0,2788623.0
983,answered,2.0,0.0,1.0,0.0,2788674.0
984,answered,2.0,0.0,1.0,0.0,2788576.0
985,answered,2.0,0.0,1.0,0.0,2788675.0
986,answered,2.0,0.0,1.0,0.0,2796618.0
987,answered,2.0,0.0,1.0,0.0,2796650.0
988,answered,2.0,0.0,1.0,0.0,2796515.0
989,answered,2.0,0.0,1.0,0.0,2796671.0
990,answered,2.0,0.0,1.0,0.0,2796670.0
991,answered,2.0,0.0,1.0,0.0,2796621.0
992,answered,2.0,0.0,1.0,0.0,2796009.0
993,answered,2.0,0.0,1.0,0.0,2796004.0
994,answered,2.0,0.0,1.0,0.0,2788592.0
995,answered,2.0,0.0,1.0,0.0,2796591.0
996,answered,2.0,0.0,1.0,0.0,2788574.0
997,answered,2.0,0.0,1.0,0.0,2788661.0
998,answered,2.0,0.0,1.0,0.0,2796017.0
999,answered,2.0,0.0,0.0,0.0,2796587.0
1000,answered,2.0,0.0,1.0,0.0,2796587.0
1001,answered,2.0,0.0,0.0,0.0,2788588.0
1002,answered,2.0,0.0,0.0,0.0,2796569.0
1003,answered,2.0,0.0,0.0,0.0,2788642.0
1004,answered,2.0,0.0,0.0,0.0,2788696.0
1005,answered,2.0,0.0,1.0,0.0,2796554.0
